EstudianteID,Nombre,FechaIngreso,Genero,Ciudad,anio_x,InscripcionID,CarreraID,NotaFinal,SemestreActual,anio_y
11312,Estudiante_11312,2022-05-02,f,Santa Cruz de la Sierra,2022,11312,5,86.0,1,2024
11313,Estudiante_11313,2023-07-16,m,La Paz,2023,11313,2,80.0,9,2024
11314,Estudiante_11314,2021-01-14,f,La Paz,2021,11314,1,73.0,2,2024
11315,Estudiante_11315,2022-03-07,f,Cochabamba,2022,11315,5,66.0,3,2024
11316,Estudiante_11316,2022-07-22,f,Cochabamba,2022,11316,4,66.0,6,2024
11317,Estudiante_11317,2022-01-18,f,La Paz,2022,11317,1,70.0,2,2024
11318,Estudiante_11318,2022-05-18,f,Santa Cruz de la Sierra,2022,11318,4,64.0,5,2024
11319,Estudiante_11319,2021-10-05,f,Cochabamba,2021,11319,5,49.0,1,2024
11320,Estudiante_11320,2021-01-24,m,Santa Cruz de la Sierra,2021,11320,2,74.0,4,2024
11321,Estudiante_11321,2020-02-20,m,La Paz,2020,11321,1,97.0,3,2024
11322,Estudiante_11322,2022-04-04,f,Cochabamba,2022,11322,4,63.0,5,2024
11323,Estudiante_11323,2023-05-27,m,Cochabamba,2023,11323,3,66.0,6,2024
11324,Estudiante_11324,2021-01-29,m,Santa Cruz de la Sierra,2021,11324,3,66.0,3,2024
11325,Estudiante_11325,2020-12-22,f,Cochabamba,2020,11325,2,53.0,6,2024
11326,Estudiante_11326,2023-03-04,m,Sucre,2023,11326,2,22.0,5,2024
11327,Estudiante_11327,2023-01-25,m,Cochabamba,2023,11327,1,98.0,10,2024
11328,Estudiante_11328,2020-11-07,m,Santa Cruz de la Sierra,2020,11328,2,35.0,8,2024
11329,Estudiante_11329,2021-03-28,f,La Paz,2021,11329,1,55.0,2,2024
11330,Estudiante_11330,2023-06-05,f,Cochabamba,2023,11330,1,47.0,3,2024
11331,Estudiante_11331,2022-01-25,f,Cochabamba,2022,11331,1,66.0,3,2024
11332,Estudiante_11332,2021-12-20,f,Santa Cruz de la Sierra,2021,11332,4,55.0,4,2024
11333,Estudiante_11333,2022-11-03,m,La Paz,2022,11333,1,81.0,2,2024
11334,Estudiante_11334,2022-06-21,m,La Paz,2022,11334,4,89.0,7,2024
11335,Estudiante_11335,2020-11-15,f,Santa Cruz de la Sierra,2020,11335,1,83.0,2,2024
11336,Estudiante_11336,2020-01-23,m,Sucre,2020,11336,2,48.0,8,2024
11337,Estudiante_11337,2023-04-02,m,Santa Cruz de la Sierra,2023,11337,2,79.0,10,2024
11338,Estudiante_11338,2023-06-05,f,Cochabamba,2023,11338,4,66.0,6,2024
11339,Estudiante_11339,2021-04-16,f,La Paz,2021,11339,1,66.0,5,2024
11340,Estudiante_11340,2023-06-25,m,Cochabamba,2023,11340,1,64.0,5,2024
11341,Estudiante_11341,2023-06-16,f,La Paz,2023,11341,1,84.0,3,2024
11342,Estudiante_11342,2021-04-19,f,Santa Cruz de la Sierra,2021,11342,1,79.0,1,2024
11343,Estudiante_11343,2022-01-31,f,La Paz,2022,11343,3,52.0,10,2024
11344,Estudiante_11344,2020-08-12,m,La Paz,2020,11344,2,70.0,9,2024
11345,Estudiante_11345,2022-08-27,m,La Paz,2022,11345,4,67.0,8,2024
11346,Estudiante_11346,2023-03-27,f,La Paz,2023,11346,5,20.0,7,2024
11347,Estudiante_11347,2021-07-11,m,La Paz,2021,11347,4,64.0,4,2024
11348,Estudiante_11348,2020-02-22,f,Tarija,2020,11348,2,22.0,10,2024
11349,Estudiante_11349,2022-03-27,m,Santa Cruz de la Sierra,2022,11349,1,66.0,1,2024
11350,Estudiante_11350,2020-04-27,m,Cochabamba,2020,11350,1,61.0,6,2024
11351,Estudiante_11351,2021-11-09,m,La Paz,2021,11351,1,95.0,1,2024
11352,Estudiante_11352,2020-05-02,f,La Paz,2020,11352,4,76.0,1,2024
11353,Estudiante_11353,2021-01-28,m,Santa Cruz de la Sierra,2021,11353,4,93.0,6,2024
11354,Estudiante_11354,2023-06-03,m,Cochabamba,2023,11354,1,49.0,8,2024
11355,Estudiante_11355,2021-11-14,f,Sucre,2021,11355,1,79.0,1,2024
11356,Estudiante_11356,2022-02-25,m,Sucre,2022,11356,4,87.0,4,2024
11357,Estudiante_11357,2023-06-05,m,La Paz,2023,11357,1,66.0,3,2024
11358,Estudiante_11358,2022-10-08,f,Santa Cruz de la Sierra,2022,11358,1,66.0,2,2024
11359,Estudiante_11359,2022-02-20,m,La Paz,2022,11359,1,71.0,9,2024
11360,Estudiante_11360,2020-03-25,f,Sucre,2020,11360,5,98.0,6,2024
11361,Estudiante_11361,2021-04-17,m,Santa Cruz de la Sierra,2021,11361,1,66.0,4,2024
11362,Estudiante_11362,2020-03-09,m,Tarija,2020,11362,1,90.0,10,2024
11363,Estudiante_11363,2020-07-31,f,La Paz,2020,11363,1,85.0,6,2024
11364,Estudiante_11364,2023-11-02,f,Sucre,2023,11364,1,81.0,6,2024
11365,Estudiante_11365,2023-07-20,m,Santa Cruz de la Sierra,2023,11365,5,66.0,7,2024
11366,Estudiante_11366,2020-05-26,m,La Paz,2020,11366,4,57.0,9,2024
11367,Estudiante_11367,2021-08-11,f,Tarija,2021,11367,2,96.0,10,2024
11368,Estudiante_11368,2022-03-07,f,La Paz,2022,11368,1,55.0,9,2024
11369,Estudiante_11369,2021-01-31,m,La Paz,2021,11369,1,43.0,7,2024
11370,Estudiante_11370,2023-09-20,f,La Paz,2023,11370,1,87.0,2,2024
11371,Estudiante_11371,2022-04-28,m,Santa Cruz de la Sierra,2022,11371,4,37.0,9,2024
11372,Estudiante_11372,2023-08-31,m,La Paz,2023,11372,1,58.0,8,2024
11373,Estudiante_11373,2022-06-12,m,La Paz,2022,11373,1,31.0,2,2024
11374,Estudiante_11374,2023-10-04,f,La Paz,2023,11374,2,68.0,9,2024
11375,Estudiante_11375,2020-12-22,f,Santa Cruz de la Sierra,2020,11375,4,28.0,7,2024
11376,Estudiante_11376,2020-04-04,f,Cochabamba,2020,11376,1,66.0,7,2024
11377,Estudiante_11377,2022-09-29,m,Cochabamba,2022,11377,4,55.0,1,2024
11378,Estudiante_11378,2022-12-07,m,Sucre,2022,11378,1,58.0,7,2024
11379,Estudiante_11379,2022-05-15,m,La Paz,2022,11379,4,78.0,8,2024
11380,Estudiante_11380,2023-08-01,m,La Paz,2023,11380,4,66.0,1,2024
11381,Estudiante_11381,2023-09-27,m,Santa Cruz de la Sierra,2023,11381,2,57.0,9,2024
11382,Estudiante_11382,2023-02-24,m,Cochabamba,2023,11382,1,93.0,10,2024
11383,Estudiante_11383,2022-09-04,f,Santa Cruz de la Sierra,2022,11383,1,76.0,4,2024
11384,Estudiante_11384,2021-10-04,m,Cochabamba,2021,11384,4,55.0,2,2024
11385,Estudiante_11385,2021-04-12,m,Santa Cruz de la Sierra,2021,11385,3,67.0,8,2024
11386,Estudiante_11386,2022-07-28,m,Cochabamba,2022,11386,4,91.0,9,2024
11387,Estudiante_11387,2021-10-05,m,La Paz,2021,11387,1,65.0,10,2024
11388,Estudiante_11388,2020-12-26,m,Cochabamba,2020,11388,1,91.0,5,2024
11389,Estudiante_11389,2022-07-27,m,Santa Cruz de la Sierra,2022,11389,2,59.0,7,2024
11390,Estudiante_11390,2023-06-07,f,Santa Cruz de la Sierra,2023,11390,2,55.0,2,2024
11391,Estudiante_11391,2022-08-27,f,La Paz,2022,11391,4,67.0,5,2024
11392,Estudiante_11392,2023-09-09,f,La Paz,2023,11392,1,70.0,7,2024
11393,Estudiante_11393,2022-07-14,f,Santa Cruz de la Sierra,2022,11393,5,49.0,9,2024
11394,Estudiante_11394,2021-03-14,f,Santa Cruz de la Sierra,2021,11394,2,65.0,9,2024
11395,Estudiante_11395,2020-09-22,m,La Paz,2020,11395,1,66.0,8,2024
11396,Estudiante_11396,2021-10-29,m,La Paz,2021,11396,2,99.0,10,2024
11397,Estudiante_11397,2022-01-22,f,Cochabamba,2022,11397,2,63.0,8,2024
11398,Estudiante_11398,2022-03-30,f,Santa Cruz de la Sierra,2022,11398,4,58.0,6,2024
11399,Estudiante_11399,2022-07-21,f,La Paz,2022,11399,4,55.0,6,2024
11400,Estudiante_11400,2021-09-07,f,Santa Cruz de la Sierra,2021,11400,4,96.0,7,2024
11401,Estudiante_11401,2021-02-21,m,Santa Cruz de la Sierra,2021,11401,1,70.0,1,2024
11402,Estudiante_11402,2020-04-30,f,La Paz,2020,11402,4,39.0,9,2024
11403,Estudiante_11403,2022-03-11,m,Santa Cruz de la Sierra,2022,11403,4,66.0,6,2024
11404,Estudiante_11404,2020-09-20,f,Cochabamba,2020,11404,1,22.0,3,2024
11405,Estudiante_11405,2022-02-09,f,Sucre,2022,11405,5,34.0,8,2024
11406,Estudiante_11406,2023-09-05,f,La Paz,2023,11406,4,66.0,8,2024
11407,Estudiante_11407,2021-09-06,m,La Paz,2021,11407,2,27.0,7,2024
11408,Estudiante_11408,2022-03-28,m,Santa Cruz de la Sierra,2022,11408,5,80.0,7,2024
11409,Estudiante_11409,2020-07-24,m,Cochabamba,2020,11409,2,77.0,9,2024
11410,Estudiante_11410,2022-07-13,f,La Paz,2022,11410,4,56.0,2,2024
11411,Estudiante_11411,2023-05-24,m,Cochabamba,2023,11411,2,66.0,10,2024
11412,Estudiante_11412,2020-12-20,f,Santa Cruz de la Sierra,2020,11412,2,66.0,3,2024
11413,Estudiante_11413,2020-07-04,m,Santa Cruz de la Sierra,2020,11413,1,66.0,3,2024
11414,Estudiante_11414,2021-08-13,f,Cochabamba,2021,11414,1,55.0,6,2024
11415,Estudiante_11415,2023-07-23,f,La Paz,2023,11415,2,73.0,1,2024
11416,Estudiante_11416,2022-12-14,m,La Paz,2022,11416,1,34.0,5,2024
11417,Estudiante_11417,2020-02-28,m,La Paz,2020,11417,5,66.0,5,2024
11418,Estudiante_11418,2021-03-18,f,La Paz,2021,11418,2,57.0,10,2024
11419,Estudiante_11419,2020-06-09,m,Sucre,2020,11419,3,55.0,4,2024
11420,Estudiante_11420,2022-03-13,m,La Paz,2022,11420,4,76.0,2,2024
11421,Estudiante_11421,2020-05-21,m,La Paz,2020,11421,5,56.0,2,2024
11422,Estudiante_11422,2023-01-08,f,Sucre,2023,11422,1,58.0,1,2024
11423,Estudiante_11423,2020-06-02,m,Tarija,2020,11423,2,60.0,4,2024
11424,Estudiante_11424,2023-12-18,f,Santa Cruz de la Sierra,2023,11424,2,60.0,10,2024
11425,Estudiante_11425,2023-02-07,m,Santa Cruz de la Sierra,2023,11425,2,65.0,5,2024
11426,Estudiante_11426,2023-07-20,m,Santa Cruz de la Sierra,2023,11426,4,55.0,7,2024
11427,Estudiante_11427,2022-11-12,f,La Paz,2022,11427,2,87.0,7,2024
11428,Estudiante_11428,2023-11-01,m,Sucre,2023,11428,2,96.0,5,2024
11429,Estudiante_11429,2020-07-03,f,Santa Cruz de la Sierra,2020,11429,5,53.0,1,2024
11430,Estudiante_11430,2021-06-21,f,Santa Cruz de la Sierra,2021,11430,1,66.0,5,2024
11431,Estudiante_11431,2021-01-26,f,La Paz,2021,11431,5,68.0,3,2024
11432,Estudiante_11432,2020-06-24,m,Santa Cruz de la Sierra,2020,11432,3,66.0,2,2024
11433,Estudiante_11433,2022-01-26,f,Cochabamba,2022,11433,2,59.0,9,2024
11434,Estudiante_11434,2023-11-07,m,Cochabamba,2023,11434,2,82.0,6,2024
11435,Estudiante_11435,2021-06-11,m,La Paz,2021,11435,1,23.0,1,2024
11436,Estudiante_11436,2022-08-29,f,Sucre,2022,11436,3,68.0,4,2024
11437,Estudiante_11437,2022-12-05,f,Santa Cruz de la Sierra,2022,11437,5,61.0,1,2024
11438,Estudiante_11438,2023-05-18,m,Sucre,2023,11438,2,56.0,5,2024
11439,Estudiante_11439,2022-07-25,m,La Paz,2022,11439,5,66.0,2,2024
11440,Estudiante_11440,2022-05-07,m,Santa Cruz de la Sierra,2022,11440,1,77.0,8,2024
11441,Estudiante_11441,2023-05-12,f,La Paz,2023,11441,5,72.0,7,2024
11442,Estudiante_11442,2022-01-30,m,La Paz,2022,11442,1,51.0,9,2024
11443,Estudiante_11443,2020-09-01,f,La Paz,2020,11443,4,52.0,2,2024
11444,Estudiante_11444,2020-11-16,f,La Paz,2020,11444,4,99.0,5,2024
11445,Estudiante_11445,2021-10-18,f,Santa Cruz de la Sierra,2021,11445,2,92.0,7,2024
11446,Estudiante_11446,2023-12-21,f,Cochabamba,2023,11446,1,71.0,1,2024
11447,Estudiante_11447,2020-02-09,m,Santa Cruz de la Sierra,2020,11447,2,66.0,1,2024
11448,Estudiante_11448,2020-12-10,f,La Paz,2020,11448,4,87.0,7,2024
11449,Estudiante_11449,2022-08-12,f,La Paz,2022,11449,2,66.0,1,2024
11450,Estudiante_11450,2021-11-11,m,Cochabamba,2021,11450,3,64.0,4,2024
11451,Estudiante_11451,2022-06-05,f,Santa Cruz de la Sierra,2022,11451,1,64.0,1,2024
11452,Estudiante_11452,2022-10-02,m,La Paz,2022,11452,1,62.0,6,2024
11453,Estudiante_11453,2020-01-30,f,Sucre,2020,11453,4,50.0,4,2024
11454,Estudiante_11454,2023-03-16,m,Santa Cruz de la Sierra,2023,11454,1,61.0,10,2024
11455,Estudiante_11455,2020-06-17,f,Cochabamba,2020,11455,1,66.0,6,2024
11456,Estudiante_11456,2020-07-01,m,Cochabamba,2020,11456,4,66.0,3,2024
11457,Estudiante_11457,2022-02-24,m,Santa Cruz de la Sierra,2022,11457,2,66.0,10,2024
11458,Estudiante_11458,2022-07-30,f,Santa Cruz de la Sierra,2022,11458,1,92.0,8,2024
11459,Estudiante_11459,2021-03-18,f,Santa Cruz de la Sierra,2021,11459,4,66.0,6,2024
11460,Estudiante_11460,2021-03-29,f,Tarija,2021,11460,5,74.0,8,2024
11461,Estudiante_11461,2020-05-25,m,La Paz,2020,11461,2,83.0,2,2024
11462,Estudiante_11462,2022-06-02,f,La Paz,2022,11462,5,55.0,6,2024
11463,Estudiante_11463,2022-12-05,m,Santa Cruz de la Sierra,2022,11463,4,54.0,8,2024
11464,Estudiante_11464,2023-01-28,f,La Paz,2023,11464,2,54.0,4,2024
11465,Estudiante_11465,2023-08-21,f,La Paz,2023,11465,1,91.0,2,2024
11466,Estudiante_11466,2021-02-21,f,Santa Cruz de la Sierra,2021,11466,1,79.0,10,2024
11467,Estudiante_11467,2020-07-12,m,Santa Cruz de la Sierra,2020,11467,1,66.0,2,2024
11468,Estudiante_11468,2022-12-08,f,Tarija,2022,11468,5,49.0,6,2024
11469,Estudiante_11469,2021-03-06,f,Sucre,2021,11469,4,70.0,7,2024
11470,Estudiante_11470,2020-01-10,f,La Paz,2020,11470,4,80.0,5,2024
11471,Estudiante_11471,2020-01-19,f,La Paz,2020,11471,2,33.0,6,2024
11472,Estudiante_11472,2020-03-06,f,La Paz,2020,11472,4,66.0,2,2024
11473,Estudiante_11473,2021-12-14,f,La Paz,2021,11473,2,78.0,7,2024
11474,Estudiante_11474,2021-04-22,m,La Paz,2021,11474,2,60.0,10,2024
11475,Estudiante_11475,2021-11-25,f,Cochabamba,2021,11475,4,53.0,4,2024
11476,Estudiante_11476,2022-08-23,m,Santa Cruz de la Sierra,2022,11476,1,75.0,1,2024
11477,Estudiante_11477,2021-12-29,m,Santa Cruz de la Sierra,2021,11477,3,66.0,1,2024
11478,Estudiante_11478,2022-06-29,m,La Paz,2022,11478,2,65.0,10,2024
11479,Estudiante_11479,2023-07-28,m,Santa Cruz de la Sierra,2023,11479,5,41.0,2,2024
11480,Estudiante_11480,2020-09-16,f,Santa Cruz de la Sierra,2020,11480,5,66.0,4,2024
11481,Estudiante_11481,2022-04-13,f,Santa Cruz de la Sierra,2022,11481,1,90.0,3,2024
11482,Estudiante_11482,2021-09-24,f,Sucre,2021,11482,1,57.0,1,2024
11483,Estudiante_11483,2023-04-09,f,Santa Cruz de la Sierra,2023,11483,1,95.0,3,2024
11484,Estudiante_11484,2022-01-02,f,Cochabamba,2022,11484,5,86.0,8,2024
11485,Estudiante_11485,2022-06-12,f,Santa Cruz de la Sierra,2022,11485,1,70.0,1,2024
11486,Estudiante_11486,2021-07-20,f,La Paz,2021,11486,4,51.0,3,2024
11487,Estudiante_11487,2020-05-15,f,Santa Cruz de la Sierra,2020,11487,1,93.0,10,2024
11488,Estudiante_11488,2021-07-28,f,La Paz,2021,11488,4,96.0,5,2024
11489,Estudiante_11489,2023-07-20,f,Sucre,2023,11489,1,31.0,6,2024
11490,Estudiante_11490,2020-12-26,m,La Paz,2020,11490,4,77.0,1,2024
11491,Estudiante_11491,2021-05-09,f,Sucre,2021,11491,2,61.0,10,2024
11492,Estudiante_11492,2023-07-06,m,Santa Cruz de la Sierra,2023,11492,1,89.0,8,2024
11493,Estudiante_11493,2023-07-08,f,Tarija,2023,11493,4,66.0,1,2024
11494,Estudiante_11494,2023-02-08,f,Santa Cruz de la Sierra,2023,11494,3,98.0,1,2024
11495,Estudiante_11495,2020-11-14,m,Sucre,2020,11495,1,66.0,1,2024
11496,Estudiante_11496,2022-10-07,f,Sucre,2022,11496,2,66.0,7,2024
11497,Estudiante_11497,2022-06-29,m,Santa Cruz de la Sierra,2022,11497,4,91.0,6,2024
11498,Estudiante_11498,2022-08-16,f,Cochabamba,2022,11498,2,62.0,1,2024
11499,Estudiante_11499,2023-03-02,f,La Paz,2023,11499,2,66.0,2,2024
11500,Estudiante_11500,2023-07-31,f,Cochabamba,2023,11500,1,66.0,6,2024
11501,Estudiante_11501,2020-04-02,f,Cochabamba,2020,11501,1,83.0,9,2024
11502,Estudiante_11502,2021-04-07,f,La Paz,2021,11502,1,95.0,2,2024
11503,Estudiante_11503,2020-12-21,f,Santa Cruz de la Sierra,2020,11503,1,72.0,2,2024
11504,Estudiante_11504,2022-05-14,f,Cochabamba,2022,11504,1,75.0,8,2024
11505,Estudiante_11505,2021-06-24,f,La Paz,2021,11505,4,25.0,10,2024
11506,Estudiante_11506,2023-06-20,m,La Paz,2023,11506,3,68.0,10,2024
11507,Estudiante_11507,2020-11-20,f,La Paz,2020,11507,2,66.0,5,2024
11508,Estudiante_11508,2021-09-30,m,La Paz,2021,11508,5,54.0,1,2024
11509,Estudiante_11509,2022-12-06,f,Santa Cruz de la Sierra,2022,11509,1,74.0,6,2024
11510,Estudiante_11510,2023-07-30,m,La Paz,2023,11510,2,98.0,4,2024
11511,Estudiante_11511,2020-08-28,f,Tarija,2020,11511,4,66.0,6,2024
11512,Estudiante_11512,2020-03-08,f,La Paz,2020,11512,2,73.0,1,2024
11513,Estudiante_11513,2021-10-28,f,Cochabamba,2021,11513,1,67.0,7,2024
11514,Estudiante_11514,2020-10-02,m,La Paz,2020,11514,3,62.0,8,2024
11515,Estudiante_11515,2021-05-28,f,La Paz,2021,11515,2,66.0,9,2024
11516,Estudiante_11516,2022-05-24,f,La Paz,2022,11516,3,98.0,7,2024
11517,Estudiante_11517,2023-12-28,f,La Paz,2023,11517,2,77.0,2,2024
11518,Estudiante_11518,2022-11-15,m,Tarija,2022,11518,4,41.0,4,2024
11519,Estudiante_11519,2022-06-30,m,Santa Cruz de la Sierra,2022,11519,3,68.0,6,2024
11520,Estudiante_11520,2023-06-04,m,Santa Cruz de la Sierra,2023,11520,5,66.0,2,2024
11521,Estudiante_11521,2020-02-18,m,Santa Cruz de la Sierra,2020,11521,2,20.0,9,2024
11522,Estudiante_11522,2021-10-23,f,Cochabamba,2021,11522,1,61.0,5,2024
11523,Estudiante_11523,2021-10-16,m,Sucre,2021,11523,1,66.0,6,2024
11524,Estudiante_11524,2020-08-17,f,Santa Cruz de la Sierra,2020,11524,1,66.0,2,2024
11525,Estudiante_11525,2022-11-20,f,Cochabamba,2022,11525,3,51.0,9,2024
11526,Estudiante_11526,2023-02-11,m,La Paz,2023,11526,3,62.0,10,2024
11527,Estudiante_11527,2022-01-20,m,La Paz,2022,11527,4,66.0,8,2024
11528,Estudiante_11528,2022-10-23,f,La Paz,2022,11528,2,54.0,6,2024
11529,Estudiante_11529,2023-04-29,m,La Paz,2023,11529,1,72.0,4,2024
11530,Estudiante_11530,2020-05-10,m,La Paz,2020,11530,1,66.0,7,2024
11531,Estudiante_11531,2020-11-03,m,Sucre,2020,11531,1,21.0,8,2024
11532,Estudiante_11532,2020-12-11,m,Santa Cruz de la Sierra,2020,11532,2,43.0,8,2024
11533,Estudiante_11533,2020-05-25,m,Santa Cruz de la Sierra,2020,11533,1,79.0,3,2024
11534,Estudiante_11534,2021-01-28,f,Santa Cruz de la Sierra,2021,11534,4,59.0,10,2024
11535,Estudiante_11535,2023-09-19,m,Cochabamba,2023,11535,2,64.0,4,2024
11536,Estudiante_11536,2021-02-04,f,Santa Cruz de la Sierra,2021,11536,2,65.0,10,2024
11537,Estudiante_11537,2023-02-11,f,Cochabamba,2023,11537,1,80.0,2,2024
11538,Estudiante_11538,2022-11-08,f,Santa Cruz de la Sierra,2022,11538,4,57.0,4,2024
11539,Estudiante_11539,2020-02-02,f,Cochabamba,2020,11539,3,66.0,3,2024
11540,Estudiante_11540,2023-10-23,f,Tarija,2023,11540,4,89.0,10,2024
11541,Estudiante_11541,2021-07-19,f,Santa Cruz de la Sierra,2021,11541,2,65.0,7,2024
11542,Estudiante_11542,2023-07-01,m,Santa Cruz de la Sierra,2023,11542,1,66.0,6,2024
11543,Estudiante_11543,2022-09-13,f,La Paz,2022,11543,2,46.0,9,2024
11544,Estudiante_11544,2020-02-07,f,La Paz,2020,11544,2,62.0,10,2024
11545,Estudiante_11545,2022-11-16,f,Santa Cruz de la Sierra,2022,11545,1,97.0,6,2024
11546,Estudiante_11546,2021-10-02,m,Santa Cruz de la Sierra,2021,11546,1,66.0,2,2024
11547,Estudiante_11547,2022-06-19,f,Santa Cruz de la Sierra,2022,11547,4,66.0,4,2024
11548,Estudiante_11548,2023-04-25,f,Santa Cruz de la Sierra,2023,11548,4,39.0,9,2024
11549,Estudiante_11549,2023-02-12,m,La Paz,2023,11549,4,23.0,10,2024
11550,Estudiante_11550,2021-03-07,m,La Paz,2021,11550,2,78.0,6,2024
11551,Estudiante_11551,2022-06-05,m,La Paz,2022,11551,1,41.0,1,2024
11552,Estudiante_11552,2022-09-02,m,La Paz,2022,11552,1,58.0,5,2024
11553,Estudiante_11553,2023-12-22,m,Santa Cruz de la Sierra,2023,11553,1,73.0,9,2024
11554,Estudiante_11554,2020-05-19,f,La Paz,2020,11554,2,96.0,3,2024
11555,Estudiante_11555,2020-04-27,m,La Paz,2020,11555,4,66.0,6,2024
11556,Estudiante_11556,2022-03-18,f,La Paz,2022,11556,1,69.0,10,2024
11557,Estudiante_11557,2023-12-09,f,Cochabamba,2023,11557,4,66.0,5,2024
11558,Estudiante_11558,2021-03-21,m,Santa Cruz de la Sierra,2021,11558,1,82.0,5,2024
11559,Estudiante_11559,2020-01-30,m,Sucre,2020,11559,1,66.0,4,2024
11560,Estudiante_11560,2022-03-03,f,Tarija,2022,11560,2,63.0,5,2024
11561,Estudiante_11561,2020-11-21,f,Santa Cruz de la Sierra,2020,11561,4,26.0,4,2024
11562,Estudiante_11562,2022-01-16,f,Santa Cruz de la Sierra,2022,11562,2,46.0,2,2024
11563,Estudiante_11563,2023-08-16,m,La Paz,2023,11563,1,60.0,10,2024
11564,Estudiante_11564,2022-06-03,f,La Paz,2022,11564,1,96.0,10,2024
11565,Estudiante_11565,2023-12-24,m,Sucre,2023,11565,2,81.0,8,2024
11566,Estudiante_11566,2021-03-28,f,La Paz,2021,11566,3,66.0,8,2024
11567,Estudiante_11567,2022-07-28,m,Santa Cruz de la Sierra,2022,11567,1,66.0,2,2024
11568,Estudiante_11568,2021-10-31,m,Cochabamba,2021,11568,1,66.0,2,2024
11569,Estudiante_11569,2020-12-13,f,Santa Cruz de la Sierra,2020,11569,2,60.0,5,2024
11570,Estudiante_11570,2022-10-18,f,La Paz,2022,11570,3,66.0,2,2024
11571,Estudiante_11571,2020-09-28,m,Cochabamba,2020,11571,1,94.0,8,2024
11572,Estudiante_11572,2021-10-14,f,Santa Cruz de la Sierra,2021,11572,3,75.0,7,2024
11573,Estudiante_11573,2023-05-26,f,Cochabamba,2023,11573,2,100.0,3,2024
11574,Estudiante_11574,2021-12-20,f,Santa Cruz de la Sierra,2021,11574,1,54.0,8,2024
11575,Estudiante_11575,2020-06-03,f,La Paz,2020,11575,4,66.0,4,2024
11576,Estudiante_11576,2023-11-21,f,Tarija,2023,11576,4,66.0,1,2024
11577,Estudiante_11577,2021-11-05,m,Santa Cruz de la Sierra,2021,11577,1,54.0,6,2024
11578,Estudiante_11578,2022-05-30,m,Santa Cruz de la Sierra,2022,11578,4,90.0,1,2024
11579,Estudiante_11579,2022-09-13,f,La Paz,2022,11579,1,55.0,1,2024
11580,Estudiante_11580,2021-06-02,f,Santa Cruz de la Sierra,2021,11580,1,76.0,9,2024
11581,Estudiante_11581,2020-08-15,m,Santa Cruz de la Sierra,2020,11581,1,52.0,3,2024
11582,Estudiante_11582,2022-01-06,m,La Paz,2022,11582,2,73.0,2,2024
11583,Estudiante_11583,2020-07-31,m,La Paz,2020,11583,2,66.0,2,2024
11584,Estudiante_11584,2022-07-05,f,Cochabamba,2022,11584,2,65.0,4,2024
11585,Estudiante_11585,2022-01-19,f,Cochabamba,2022,11585,1,33.0,5,2024
11586,Estudiante_11586,2020-01-30,m,Cochabamba,2020,11586,1,71.0,2,2024
11587,Estudiante_11587,2022-10-29,f,La Paz,2022,11587,1,66.0,4,2024
11588,Estudiante_11588,2022-12-30,m,Cochabamba,2022,11588,4,78.0,2,2024
11589,Estudiante_11589,2022-06-05,f,Santa Cruz de la Sierra,2022,11589,1,66.0,3,2024
11590,Estudiante_11590,2023-03-21,f,Cochabamba,2023,11590,2,66.0,2,2024
11591,Estudiante_11591,2020-08-02,f,Santa Cruz de la Sierra,2020,11591,2,84.0,10,2024
11592,Estudiante_11592,2023-08-05,m,Cochabamba,2023,11592,3,59.0,1,2024
11593,Estudiante_11593,2023-02-26,f,Santa Cruz de la Sierra,2023,11593,4,53.0,7,2024
11594,Estudiante_11594,2023-09-02,f,La Paz,2023,11594,2,56.0,3,2024
11595,Estudiante_11595,2023-03-01,f,La Paz,2023,11595,4,51.0,2,2024
11596,Estudiante_11596,2021-08-14,f,Santa Cruz de la Sierra,2021,11596,1,86.0,4,2024
11597,Estudiante_11597,2020-09-09,f,Sucre,2020,11597,1,66.0,1,2024
11598,Estudiante_11598,2023-08-12,m,Santa Cruz de la Sierra,2023,11598,4,66.0,2,2024
11599,Estudiante_11599,2023-08-07,m,Santa Cruz de la Sierra,2023,11599,3,64.0,7,2024
11600,Estudiante_11600,2020-01-25,m,La Paz,2020,11600,2,66.0,1,2024
11601,Estudiante_11601,2023-08-14,f,Santa Cruz de la Sierra,2023,11601,1,51.0,3,2024
11602,Estudiante_11602,2022-10-29,m,La Paz,2022,11602,4,67.0,10,2024
11603,Estudiante_11603,2023-09-30,m,La Paz,2023,11603,4,75.0,2,2024
11604,Estudiante_11604,2021-11-13,m,La Paz,2021,11604,2,59.0,3,2024
11605,Estudiante_11605,2020-06-15,f,La Paz,2020,11605,2,66.0,4,2024
11606,Estudiante_11606,2022-03-31,f,Santa Cruz de la Sierra,2022,11606,4,82.0,7,2024
11607,Estudiante_11607,2021-04-21,m,Cochabamba,2021,11607,4,54.0,4,2024
11608,Estudiante_11608,2023-01-01,f,Cochabamba,2023,11608,1,77.0,6,2024
11609,Estudiante_11609,2020-01-03,m,Cochabamba,2020,11609,2,58.0,7,2024
11610,Estudiante_11610,2022-01-08,m,Santa Cruz de la Sierra,2022,11610,2,53.0,9,2024
11611,Estudiante_11611,2022-12-17,m,Santa Cruz de la Sierra,2022,11611,2,67.0,8,2024
